file_name,transcription
audio/07_F_set_02_011.wav,ശാരീരികമോ മാനസികമോ ആയ ഏതു മുറിവുകളെയും കരിച്ചു കളയുന്ന സ്‌നേഹമെന്ന ദിവ്യ ഔഷധത്തിന്‍റെ പണ്ഡകശാലയാണിത് 
audio/07_F_set_02_012.wav,ശാഖാ നിര്‍മിച്ച കെട്ടിട സമുച്ചയത്തിന്റെ ഉദ്ഘാടന മഹാമഹമായിരുന്നു 
audio/07_F_set_02_013.wav,ശല്യത്തിന്‍റെ പ്രത്യാഘാതങ്ങളുടെ ഇരകളാണ് നാം 
audio/07_F_set_02_014.wav,ശരീരത്തില്‍ കെട്ടി വെച്ചിരുന്ന സ്ഫോടക വസ്തു ഉടന്‍ അയാള്‍ പൊട്ടിക്കുകയായിരുന്നുവെന്ന് ദൃക്സാക്ഷി വ്യക്തമാക്കി 
audio/07_F_set_02_015.wav,ശരി ! അപ്പോള്‍ ഇതാണ് രഹസ്യം 
audio/07_F_set_02_016.wav,ശനിയാഴ്ച രാത്രി ജോലി കഴിഞ്ഞു മടങ്ങുമ്പോഴാണ് ഇവര്‍ സഞ്ചരിച്ച തോണി വെള്ളത്തില്‍ കുടുങ്ങുന്നത് 
audio/07_F_set_02_017.wav,ശത്രു ചാര സംഘടനയായി ബന്ധപ്പെട്ടു പ്രവര്‍ത്തിക്കുന്നവരാണ് വന്ന കൂട്ടര്‍ 
audio/07_F_set_02_018.wav,ശതാബ്ദി വര്‍ഷത്തോട് അനുബന്ധിച്ച് പുതിയ നിക്ഷേപ പദ്ധതി അവതരിപ്പിച്ചു 
audio/07_F_set_02_019.wav,ശതാബ്ദി ആഘോഷത്തില്‍ പങ്കെടുക്കാന്‍ എത്തിയതായിരുന്നു പഴയകാല താരസുന്ദരികള്‍ 
audio/07_F_set_02_020.wav,വ്രതാനുഷ്ഠാനദിനങ്ങള്‍ പൂര്‍ണതയിലെത്തിയതോടെ വിശ്വാസികള്‍ സക്കാത്ത് വിതരണത്തിലേക്ക് കടന്നു 
audio/07_F_set_02_021.wav,വ്യോമസേനയുടെ യുദ്ധ വിമാനം ജില്ലയില്‍ തകര്‍ന്നു വീണു ഒരാള്‍ മരിച്ചു 
audio/07_F_set_02_048.wav,വൃത്തിയാക്കാന്‍ നൂലില്‍ സൂചി കോര്‍ത്ത് ഓരോ ദ്വാരത്തില്‍ കൂടെയും കടത്തുക 
audio/07_F_set_02_049.wav,വൃക്കമാറ്റിവെയ്ക്കലില്‍ ചരിത്രം സൃഷ്ടിച്ച് യുഗപുരുഷനായി 
audio/07_F_set_02_050.wav,വീണ്ടും അനിശ്ചിത കാല സമരത്തിലേക്ക് 
audio/07_F_set_02_051.wav,വീട്ടുടമയെ പൂട്ടിയിട്ട് മര്‍ദിച്ച സംഭവത്തില്‍ സഹോദരന്‍ ഉള്‍പ്പെടെ മൂന്നുപേര്‍ തടവില്‍ 
audio/07_F_set_02_052.wav,വീട്ടില്‍ മകള്‍ വന്നിട്ട് അടുത്ത സ്ഥലത്തുള്ള ആശുപത്രിയില്‍ പോയി 
audio/07_F_set_02_053.wav,വീട്ടില്‍നിന്നിറങ്ങിയ ഞാന്‍ നേരെ ചെന്നത് ഷാപ്പിലേക്കായിരുന്നു 
audio/07_F_set_02_054.wav,വീട്ടിലെ നായയുടെ അതേ ഇനത്തില്‍‌പ്പെട്ട പെണ്‍നായ്ക്കുട്ടികളാണു കഴിഞ്ഞ ദിവസം ജനിച്ചത് 
audio/07_F_set_02_055.wav,വീടു വൃത്തിയാക്കുമ്പോള്‍ ചായം ഉപയോഗിച്ചാല്‍ ചെലവ് കൂടും 
audio/07_F_set_02_056.wav,വീടിന് മുന്നില്‍ ഞായറാഴ്ച രാത്രിയാണ് കള്ളനെ കുടുക്കി ഇട്ടത് 
audio/07_F_set_02_057.wav,വീടിനടുത്ത് പലഹാരമുണ്ടാക്കി വില്‍ക്കുന്നവരുടെ വീട്ടില്‍ മുറുക്ക് ചുറ്റിയും വെള്ളടയും ഉണ്ടാക്കിക്കൊടുത്തും കിട്ടുന്ന നാല്‍പ്പത് രൂപ കൊണ്ടാണ് എന്റെ വലിയ കുടുംബത്തെ പോറ്റുന്നത് 
audio/07_F_set_02_058.wav,വിസ്മയം ഒരുക്കാം വരകളില്‍ വര്‍ണ്ണങ്ങള്‍ ചാലിക്കാം ബാലതലമുറയ്ക്കൊപ്പം 
audio/07_F_set_02_059.wav,വിഷയത്തിലെ പ്രഗല്‍ഭരുടെ സാരഥ്യത്തിലാകും അന്വേഷണം 
audio/07_F_set_02_060.wav,അക്കാലത്ത് പള്ളിക്കു സമീപം തന്നെ നിക്കാഹ് നടത്തുകയായിരുന്നു 
audio/07_F_set_02_061.wav,അക്രമങ്ങള്‍ അനിശ്ചിതമായി തുടരവെ മുഴുവന്‍ വിദ്യാര്‍ഥികളെയും സുരക്ഷിതമായി തിരിച്ച് എത്തിക്കാന്‍ നടപടി എടുക്കണമെന്ന ആവശ്യം ശക്തമായിട്ടുണ്ട് 
audio/07_F_set_02_062.wav,വിശ്വാസ്യത ചോദ്യം ചെയ്യുന്നത് അതിരു കടന്ന സമീപനത്തെ പുച്ഛിച്ചു 
audio/07_F_set_02_063.wav,വിശാലമായ രാഷ്ട്രിയ കാഴ്ചപ്പാടോടെ പ്രവര്‍ത്തിച്ച വ്യക്തിയേയാണ് കൊലപ്പെടുത്തിയത് 
audio/07_F_set_02_064.wav,വിവിധ പ്രവൃത്തികള്‍ക്കായി പഞ്ചായത്ത് നല്‍കാനുള്ള തുകയാണിത് 
audio/07_F_set_02_065.wav,വിവിധ തരം മത്സ്യങ്ങള്‍ അടക്കം നാല്‍പ്പത്തിയൊന്ന് ഉത്പന്നങ്ങളാണ് വിപണിയിലെത്തിക്കുന്നത് 
audio/07_F_set_02_066.wav,വിവിധ അളവിലുള്ള കുപ്പികള്‍ വാങ്ങി വിതരണം ചെയ്യുക 
audio/07_F_set_02_067.wav,അംഗങ്ങള്‍ മുറി പങ്കിടുന്ന പഴയ രീതിയിലേക്കു മടങ്ങുന്നു 
audio/07_F_set_02_068.wav,വിവാദ താരം വീണ്ടും കുപ്പായമണിയുന്നു 
audio/07_F_set_02_069.wav,വിളിച്ചുകൂട്ടുന്ന യോഗങ്ങളില്‍ പങ്കെടുക്കില്ല എന്നും മുഖ്യമന്ത്രിയായിരിക്കുമ്പോള്‍ പടി ചവിട്ടുകയില്ല എന്നുമുള്ള ധാര്‍ഷ്ട്യമാണ് കുറ്റപ്പെടുത്താന്‍ കാരണം 
audio/07_F_set_02_070.wav,വില നാലായിരം വരുന്ന യന്ത്രം വിലയില്‍ മുന്‍പന്‍ 
audio/07_F_set_02_071.wav,വിലയുടെ കാര്യത്തില്‍ ധാരണ ആകാത്തതിനാല്‍ തല്‍ക്കാലം അനിശ്ചിതത്വം വന്നിരിക്കുകയാണെന്ന് അഭിപ്രായപ്പെട്ടു 
audio/07_F_set_02_072.wav,വിലയിടിവിനു ചുവടു പിടിച്ച് സ്വര്‍ണവില ഇനിയും താഴ്‌ന്നേക്കുമെന്നു സൂചന 
audio/07_F_set_02_073.wav,വിറ്റു വരവുള്ള തേയില കൃഷി വന്‍തോതില്‍ ചെയ്യുന്നു 
audio/07_F_set_02_074.wav,വിരലടയാളം പതിപ്പിച്ചാല്‍ തുറക്കുന്ന വാതിലുകള്‍ വിപണിയിലുണ്ട് 
audio/07_F_set_02_075.wav,വിരമിക്കല്‍ പ്രായമെത്തിയവര്‍ക്കുള്ള നയസംബന്ധമായ തീരുമാനങ്ങളെടുക്കുന്ന വേദി കൂടിയാണ് 
audio/07_F_set_02_076.wav,വിമാനം തകര്‍ന്ന് മൂന്നൂറ്റി ഇരുപത്തിയൊന്‍പത് പേര്‍ കൊല്ലപ്പെട്ട സംഭവത്തിന്റെ അന്വേഷണമാരംഭിച്ചു 
audio/07_F_set_02_077.wav,വിമത പത്രപ്രവര്‍ത്തകന്‍ കൊല്ലപ്പെട്ടതായി വാര്‍ത്ത പരന്നു 
audio/07_F_set_02_078.wav,വിമത പക്ഷത്ത് നിന്ന്‌ കണ്ണട ചിഹ്നത്തില്‍ മല്‍സരിച്ച്‌ വിജയിച്ച ശേഷം കൂറുമാറുകയായിരുന്നു 
audio/07_F_set_02_079.wav,വിഭജിക്കുന്നതിന് ഇരുമേഖലകളിലെയും ഭൂരിപക്ഷം ജനങ്ങളും അനുകൂലിക്കുന്നതായി ഫലം 
audio/07_F_set_02_103.wav,വിതരണം ചെയ്യാനുള്ള മാനദണ്ഡങ്ങള്‍ തയ്യാറാക്കി വരികയാണ് 
audio/07_F_set_02_104.wav,വിട്ടുകളയും വരെ വിജയപ്രതീക്ഷ പുലര്‍ത്തി 
audio/07_F_set_02_105.wav,വിടപറയുന്ന താരത്തിന് നാട്ടുകാരുടെ കിരീട നേട്ടം ആഘോഷിക്കാന്‍ ആയില്ല 
audio/07_F_set_02_106.wav,വിജ്ഞാപനം പറയുന്നതനുസരിച്ച് അനന്യമായ ജൈവ വൈരുദ്ധ്യം കൊണ്ടുള്ള സംരക്ഷണമാണ് കാട്ടുപ്രദേശത്തിനു ലഭിക്കുന്നത് 
audio/07_F_set_02_107.wav,വിജ്ഞാനകോശങ്ങള്‍ സൃഷ്ടിക്കാനുള്ള മറ്റൊരു സംരംഭമാണ് തുടങ്ങിയിരിക്കുന്നത് 
audio/07_F_set_02_108.wav,വിജയിച്ചു വരുന്ന മത്സരാര്‍ഥികള്‍ക്കു സ്വീകരണം ഒരുക്കിയിട്ടുണ്ട് 
audio/07_F_set_02_109.wav,വിജയികള്‍ ശ്രദ്ധിച്ചാല്‍ അന്താരാഷ്ട്ര തലത്തിലും യോഗ്യത നേടും 
audio/07_F_set_02_110.wav,വിജയത്തിന് അടിത്തറയിട്ടത് ഇരുവരുടേയും തകര്‍പ്പന്‍ പ്രകടനങ്ങളാണ് 
audio/07_F_set_02_111.wav,വിജയത്തിനു പിന്നിലെന്ന വിദഗ്ദ്ധരുടെ അഭിപ്രായത്തോട് യോജിച്ചു 
audio/07_F_set_02_112.wav,വിചാരണയിലെ ആദ്യത്തെ പ്രതി നമ്മുടെ വംശജനായിരുന്നു 
audio/07_F_set_02_113.wav,വിഗ്രഹങ്ങള്‍ പാലു കുടിക്കുന്നുവെന്ന വാര്‍ത്ത പരന്നതിനെ തുടര്‍ന്ന് ക്ഷേത്രത്തില്‍ പാല്‍ അര്‍പ്പിക്കാന്‍ ഞായറാഴ്ച ജനങ്ങള്‍ കൂട്ടമായെത്തി 
audio/07_F_set_02_114.wav,വികേന്ദ്രീകരണത്തിലെ തന്ത്രം ജനകീയാസൂത്രണപ്രവര്‍ത്തനത്തിന്റെ മേന്മ ഇവയെല്ലാം പഠിക്കാന്‍ പുറം രാജ്യത്തുനിന്ന് വിദഗ്ധര്‍ വന്നുകൊണ്ടിരിക്കുന്നു 
audio/07_F_set_02_115.wav,വികസനത്തിന്റെ ഭാഗമായി മോടി പിടിപ്പിക്കല്‍ പണികള്‍ ആരംഭിക്കും 
audio/07_F_set_02_116.wav,വികസനത്തിനുള്ള വന്‍ സാധ്യതയാണ് രാജ്യാന്തര ചലച്ചിത്രമേളയില്‍ കണ്ടത് 
audio/07_F_set_02_117.wav,വികലാംഗരായ നിരവധി പേര്‍ക്കു മുപ്പത്തെട്ടുകാരനായ ബിജുവിന്റെ കണ്ടുപിടുത്തം അത്താണിയായി 
audio/07_F_set_02_118.wav,വാഹനങ്ങളെ ലക്ഷ്യമാക്കിയ സ്‌ഫോടനത്തിലാണു കായികതാരം അടക്കമുള്ളവര്‍ കൊല്ലപ്പെട്ടത് 
audio/07_F_set_02_119.wav,വാഴ്ത്തപ്പെട്ടവളുടെ പ്രഖ്യാപനം വൈകീട്ട് മൂന്നിന് 
audio/07_F_set_02_120.wav,വാള്‍ കൊണ്ടു കഴുത്തില്‍ ആഞ്ഞു വെട്ടുകയായിരുന്നു എന്നാണു ലഭിച്ച സൂചന 
audio/07_F_set_02_121.wav,വാരിക സര്‍ക്കാരിന്‍റെ നേതൃത്വത്തിലുള്ള അന്വേഷക സംഘമാണ് തയ്യാറാക്കിയത് 
audio/07_F_set_02_122.wav,വായ്പ വേണ്ടാത്ത കാര്യമാണല്ലോ രോമാഞ്ചം 
audio/07_F_set_02_123.wav,വാദം കേള്‍ക്കുന്നത് പ്രശ്നം തന്നെയാണ് 
audio/07_F_set_02_124.wav,വാണിജ്യ രംഗത്ത് പ്രവര്‍ത്തിക്കുന്ന വിവിധ സംഘടനകളുടെ ആഭിമുഖ്യത്തില്‍ സ്ഥാപിക്കുന്ന കാര്യാലയം ഉദ്ഘാടനം ചെയ്യുകയായിരുന്നു മന്ത്രി 
audio/07_F_set_02_125.wav,വാണിജ്യ നാമത്തോടെ ഇത് രാസവര്‍ഗത്തില്‍ പെടുന്നു 
audio/07_F_set_02_152.wav,വയസുകാലത്ത് കയ്യെത്തും ദൂരത്ത് കാണും 
audio/07_F_set_02_153.wav,വമ്പന്മാരായവരോടുള്ള തോല്‍വി തിരിച്ചടിയായി പത്തിനു വഴങ്ങി 
audio/07_F_set_02_154.wav,വന്‍കിട വ്യവസായങ്ങള്‍ നിര്‍മിക്കാന്‍ കരാറായി 
audio/07_F_set_02_155.wav,വന്ദ്യരായ രാജ്ഞിയും രാജാവും നൃത്തഗീത എന്നീ പ്രദര്‍ശനത്തില്‍ പങ്കെടുക്കുന്നുണ്ട് 
audio/07_F_set_02_156.wav,വനിതാ സമൂഹത്തിന് നേതൃത്വം നല്‍കുന്നത് കാര്യനിര്‍വ്വാഹകസംഘമാണ് 
audio/07_F_set_02_157.wav,വനിതാ സമൂഹം അവരുടെ ഗ്രാമത്തിനുവേണ്ടിയുള്ള പ്രവര്‍ത്തനത്താല്‍ ഹൃദയം കീഴടക്കി 
audio/07_F_set_02_158.wav,വനിതാ വിഭാഗത്തിലെ ഒന്നാം പുരുഷ സഖ്യം രണ്ടാം ദിനം കളിക്കാനിറങ്ങിയിരുന്നു 
audio/07_F_set_02_159.wav,വനിതാ വിഭാഗത്തിന്റെ നിലപാട് കരഘോഷങ്ങള്‍ ഏറ്റുവാങ്ങി 
audio/07_F_set_02_160.wav,വനിതാവിഭാഗത്തില്‍ നിലവിലുള്ള ജേതാവ് മൂന്നാം മുന്നേറ്റം തുടരുന്നു 
audio/07_F_set_02_161.wav,വനിതകളുടെ അറുപത്തിമൂന്ന് കിലോ ഭാരോദ്വഹനത്തില്‍ ചരിത്രം സൃഷ്ടിച്ചു 
audio/07_F_set_02_162.wav,വനവകുപ്പിന്‍റെ കേന്ദ്രമായി മണര്‍കാടിനെ പ്രഖ്യാപിക്കും 
audio/07_F_set_02_163.wav,വനത്തില്‍ വെച്ച് തല്ലിയതിനു പുറമെ വഴിയില്‍ വെച്ച് പെണ്‍കുട്ടികളോട് മോശമായി പെരുമാറിയെന്നും പത്നിയോട് അപമര്യാദയായി സംസാരിച്ചുവെന്നും വെളിപ്പെടുത്തിയിരുന്നു 
audio/07_F_set_02_164.wav,വനങ്ങള്‍ അഭിമുഖീകരിക്കുന്ന പ്രധാന ഭീഷണിയാണ് കാട്ടു തീ 
audio/07_F_set_02_165.wav,വധൂവരന്മാര്‍ മാതാപിതാക്കന്മാര്‍ എന്നിവരെല്ലാം പിന്നീടുള്ള വണ്ടിയിലാണ് പോയത് 
audio/07_F_set_02_166.wav,വധിക്കപ്പെട്ട ആഭ്യന്തര മന്ത്രിയുടെ പിതൃ സഹോദരനാണ് പിതാവ് 
audio/07_F_set_02_167.wav,വധശിക്ഷ വിധിച്ചതിനോട് ലോകത്തിന്‍റെ പ്രതികരണം സമ്മിശ്രം 
audio/07_F_set_02_168.wav,വധശിക്ഷയ്ക്കെതിരായ യാതൊരു സമ്മര്‍ദത്തിനും മനഃശാസ്ത്രപരമായ യുദ്ധത്തിനും വഴങ്ങരുത് 
audio/07_F_set_02_169.wav,വധക്കേസ് വിചാരണയുടെ കോടതി മാറ്റണമെന്ന് ഹര്‍ജിയില്‍ പ്രതിപാദിച്ചിട്ടുണ്ട് 
audio/07_F_set_02_170.wav,വധക്കേസിലെ പ്രതികളെ അറിയാമെന്ന് ബോധിപ്പിച്ചു 
audio/07_F_set_02_171.wav,വണ്ടി എത്തിയപ്പോഴാണ് തൊട്ടുപിന്നില്‍ അക്രമമുണ്ടായത് 
audio/07_F_set_02_172.wav,വണ്ടി ആയിരത്തി തൊള്ളായിരത്തി മുപ്പത്തിയാറില്‍ വാങ്ങി 
audio/07_F_set_02_173.wav,വട്ടം കറക്കുന്ന കലയില്‍ അതിനിപുണനെങ്കിലും ജീവിതത്തിലെ വലിയ ഭാഗവും നിഴലില്‍ കഴിയാന്‍ വിധിക്കപ്പെട്ട കളിക്കാരനാണ് 
audio/07_F_set_02_174.wav,വടിവാള്‍ മദ്യക്കുപ്പി എന്നിവയും രക്തം പുരണ്ട അടയാളവും കണ്ടെത്തി 
audio/07_F_set_02_175.wav,വടക്കോട്ട് ആദ്യ ഹൈന്ദവ നവോത്ഥാനത്തിനു വഴിയൊരുക്കിയപ്പോള്‍ ഇതു വടക്കേ ദിക്കില്‍ നിന്നുള്ള ബദല്‍ നവോത്ഥാനമായാണ് അവര്‍ കാണുന്നത് 
audio/07_F_set_02_176.wav,വടക്കു പടിഞ്ഞാറന്‍ പ്രദേശത്ത് വെള്ളം കയറി മണ്ണൊലിച്ചു പോയതിനാലാണു മുടങ്ങിയത് 
audio/07_F_set_02_177.wav,വടക്കു പടിഞ്ഞാറന്‍ പട്ടണത്തിലാണ് ഭൂഗര്‍ഭ പരീക്ഷണം നടന്നതെന്നും മന്ത്രാലയം 
audio/07_F_set_02_178.wav,വടക്കു കിഴക്കന്‍ അഗ്ര സംസ്ഥാനങ്ങളില്‍ നേരിയ ഭൂചലനം 
audio/07_F_set_02_179.wav,വജ്രാഭരണങ്ങള്‍ക്ക് വിലക്കിഴിവ് 
audio/07_F_set_02_180.wav,വക്കീല്‍ക്കുപ്പായമണിഞ്ഞ് പോവാതെ രാഷ്ട്രീയം സ്വീകരിച്ചു 
audio/07_F_set_02_181.wav,വകുപ്പുകള്‍ ഓരോ സാമ്രാജ്യങ്ങളായി മാറുന്നു 
audio/07_F_set_02_182.wav,വംശീയ സംഘര്‍ഷം രൂക്ഷമായ പ്രവിശ്യയില്‍ വെടി നിര്‍ത്തല്‍ പ്രഖ്യാപിക്കണമെന്ന ആവശ്യം ഉയര്‍ന്നു 
audio/07_F_set_02_183.wav,വംശീയ ആക്രമണങ്ങള്‍ അവസാനിപ്പിക്കണം അധിനിവേശ സൈന്യത്തോടു പ്രതികാരം ചെയ്യുകയും അരുത് 
audio/07_F_set_02_184.wav,ലോക മത്സരത്തില്‍ വേഗമേറിയ ഓട്ടക്കാരനും വേഗമേറിയ ഓട്ടക്കാരിയുമായി അവര്‍ തിളങ്ങി 
audio/07_F_set_02_185.wav,ലോക പ്രശസ്ത ജന്തു ശാസ്ത്രജ്ഞനും ജന്തു സ്‌നേഹിയുമായിരുന്നു 
